person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_capped,loan_amnt_capped,income_band,age_band,loan_amount_band,interest_rate_band,default_flag,high_loan_to_income_flag,previous_default_flag,high_interest_flag,loan_grade_score,home_ownership_score,loan_to_income_score,interest_rate_score,previous_default_score,employment_length_score,credit_history_score,credit_risk_score,credit_risk_level,high_risk_borrower_flag,watchlist_flag,model_priority
22,44000,RENT,3.0,HOMEIMPROVEMENT,C,3600,13.43,1,0.08,Y,2,44000.0,3600.0,30K-50K,18-25,<5K,12%-16%,1,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Priority Review
27,25000,RENT,0.0,PERSONAL,C,3600,13.16,0,0.14,Y,9,25000.0,3600.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,2,0,14,High,1,1,Enhanced Monitoring
30,35004,RENT,3.0,PERSONAL,C,3600,12.73,0,0.1,Y,6,35004.0,3600.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
29,40000,RENT,0.0,DEBTCONSOLIDATION,C,3600,12.23,0,0.09,Y,7,40000.0,3600.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
26,68004,RENT,10.0,DEBTCONSOLIDATION,D,3500,15.28,1,0.05,Y,3,68004.0,3500.0,50K-75K,26-35,<5K,12%-16%,1,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Priority Review
28,48000,RENT,4.0,MEDICAL,D,3500,15.21,0,0.07,Y,10,48000.0,3500.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,4,3,0,2,4,1,0,14,High,1,1,Enhanced Monitoring
28,24000,RENT,2.0,HOMEIMPROVEMENT,C,3500,14.72,1,0.15,Y,6,24000.0,3500.0,<30K,26-35,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
21,110000,RENT,0.0,EDUCATION,C,3500,13.99,0,0.03,Y,3,110000.0,3500.0,100K+,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
23,40000,RENT,4.0,PERSONAL,C,3500,13.23,0,0.09,Y,2,40000.0,3500.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
23,74000,RENT,1.0,EDUCATION,C,3500,12.87,0,0.05,Y,3,74000.0,3500.0,50K-75K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
21,35000,RENT,3.0,DEBTCONSOLIDATION,C,3500,12.53,0,0.1,Y,4,35000.0,3500.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
25,20000,RENT,0.0,MEDICAL,C,3500,10.28,0,0.17,Y,3,20000.0,3500.0,<30K,18-25,<5K,8%-12%,0,0,1,0,2,3,1,1,4,2,1,14,High,1,1,Enhanced Monitoring
31,35000,RENT,4.0,VENTURE,C,3425,13.43,0,0.1,Y,7,35000.0,3425.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
22,14400,RENT,6.0,PERSONAL,D,3250,16.29,1,0.23,N,4,14400.0,3250.0,<30K,18-25,<5K,16%-20%,1,0,0,1,4,3,2,4,0,0,1,14,High,1,1,Priority Review
22,20400,RENT,5.0,MEDICAL,C,3250,14.26,1,0.16,Y,2,20400.0,3250.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,1,2,4,0,2,14,High,1,1,Priority Review
28,47515,RENT,5.0,EDUCATION,D,3200,15.7,0,0.07,Y,7,47515.0,3200.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Enhanced Monitoring
37,71400,MORTGAGE,7.0,MEDICAL,E,3100,20.69,1,0.04,Y,14,71400.0,3100.0,50K-75K,36-45,<5K,20%+,1,0,1,1,5,1,0,4,4,0,0,14,High,1,1,Priority Review
36,28000,MORTGAGE,1.0,VENTURE,D,3075,15.62,1,0.11,Y,12,28000.0,3075.0,<30K,36-45,<5K,12%-16%,1,0,1,0,4,1,1,2,4,2,0,14,High,1,1,Priority Review
32,90000,RENT,0.0,VENTURE,C,3025,13.48,0,0.03,Y,5,90000.0,3025.0,75K-100K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
37,24000,RENT,3.0,HOMEIMPROVEMENT,E,3000,19.03,1,0.13,N,11,24000.0,3000.0,<30K,36-45,<5K,16%-20%,1,0,0,1,5,3,1,4,0,1,0,14,High,1,1,Priority Review
36,37000,MORTGAGE,5.0,MEDICAL,E,3000,18.39,1,0.08,Y,15,37000.0,3000.0,30K-50K,36-45,<5K,16%-20%,1,0,1,1,5,1,0,4,4,0,0,14,High,1,1,Priority Review
26,65000,MORTGAGE,9.0,PERSONAL,D,3000,18.25,0,0.05,Y,4,65000.0,3000.0,50K-75K,26-35,<5K,16%-20%,0,0,1,1,4,1,0,4,4,0,1,14,High,1,1,Enhanced Monitoring
26,130000,MORTGAGE,10.0,PERSONAL,D,3000,17.58,0,0.02,Y,3,130000.0,3000.0,100K+,26-35,<5K,16%-20%,0,0,1,1,4,1,0,4,4,0,1,14,High,1,1,Enhanced Monitoring
24,40000,RENT,4.0,EDUCATION,D,3000,17.27,1,0.07,N,2,40000.0,3000.0,30K-50K,18-25,<5K,16%-20%,1,0,0,1,4,3,0,4,0,1,2,14,High,1,1,Priority Review
31,65000,MORTGAGE,15.0,PERSONAL,D,3000,16.77,0,0.05,Y,7,65000.0,3000.0,50K-75K,26-35,<5K,16%-20%,0,0,1,1,4,1,0,4,4,0,1,14,High,1,1,Enhanced Monitoring
32,46000,RENT,0.0,DEBTCONSOLIDATION,D,3000,16.29,1,0.07,N,6,46000.0,3000.0,30K-50K,26-35,<5K,16%-20%,1,0,0,1,4,3,0,4,0,2,1,14,High,1,1,Priority Review
28,84000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,3000,15.99,1,0.04,Y,6,84000.0,3000.0,75K-100K,26-35,<5K,12%-16%,1,0,1,0,4,1,0,2,4,2,1,14,High,1,1,Priority Review
34,54000,RENT,5.0,MEDICAL,D,3000,15.37,1,0.06,Y,6,54000.0,3000.0,50K-75K,26-35,<5K,12%-16%,1,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Priority Review
31,21000,RENT,13.0,EDUCATION,D,3000,15.28,0,0.14,Y,8,21000.0,3000.0,<30K,26-35,<5K,12%-16%,0,0,1,0,4,3,1,2,4,0,0,14,High,1,1,Enhanced Monitoring
24,18000,RENT,5.0,PERSONAL,C,3000,15.27,1,0.17,Y,2,18000.0,3000.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,1,2,4,0,2,14,High,1,1,Priority Review
28,24000,RENT,4.0,PERSONAL,C,3000,15.23,0,0.13,Y,7,24000.0,3000.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
23,30500,MORTGAGE,6.0,MEDICAL,D,3000,14.96,1,0.1,Y,2,30500.0,3000.0,30K-50K,18-25,<5K,12%-16%,1,0,1,0,4,1,1,2,4,0,2,14,High,1,1,Priority Review
27,49000,RENT,3.0,PERSONAL,D,3000,14.96,0,0.06,Y,8,49000.0,3000.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,4,3,0,2,4,1,0,14,High,1,1,Enhanced Monitoring
23,56500,RENT,7.0,DEBTCONSOLIDATION,D,3000,14.84,1,0.05,Y,3,56500.0,3000.0,50K-75K,18-25,<5K,12%-16%,1,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Priority Review
34,32000,RENT,9.0,MEDICAL,D,3000,14.59,0,0.09,Y,7,32000.0,3000.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Enhanced Monitoring
26,30576,MORTGAGE,10.0,MEDICAL,D,3000,14.46,1,0.1,Y,2,30576.0,3000.0,30K-50K,26-35,<5K,12%-16%,1,0,1,0,4,1,1,2,4,0,2,14,High,1,1,Priority Review
24,36000,RENT,0.0,EDUCATION,C,3000,13.92,0,0.08,Y,3,36000.0,3000.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
21,47208,RENT,2.0,PERSONAL,C,3000,13.92,0,0.06,Y,2,47208.0,3000.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
23,65004,RENT,0.0,VENTURE,C,3000,13.61,0,0.05,Y,3,65004.0,3000.0,50K-75K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
32,30000,RENT,4.0,PERSONAL,C,3000,13.49,0,0.1,Y,6,30000.0,3000.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
28,20000,RENT,3.0,VENTURE,C,3000,13.48,0,0.15,Y,6,20000.0,3000.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
29,30000,RENT,3.0,DEBTCONSOLIDATION,C,3000,13.48,1,0.1,Y,6,30000.0,3000.0,<30K,26-35,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
25,48000,RENT,0.0,EDUCATION,C,3000,13.47,0,0.06,Y,4,48000.0,3000.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
25,52000,RENT,1.0,DEBTCONSOLIDATION,C,3000,12.99,0,0.06,Y,4,52000.0,3000.0,50K-75K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
22,58992,RENT,0.0,MEDICAL,C,3000,12.84,1,0.05,Y,3,58992.0,3000.0,50K-75K,18-25,<5K,12%-16%,1,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Priority Review
24,51600,RENT,1.0,HOMEIMPROVEMENT,C,3000,12.68,0,0.06,Y,4,51600.0,3000.0,50K-75K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
35,30000,RENT,2.0,EDUCATION,C,3000,12.53,0,0.1,Y,5,30000.0,3000.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
24,32000,RENT,4.0,MEDICAL,C,3000,12.29,0,0.09,Y,2,32000.0,3000.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
23,26880,RENT,6.0,DEBTCONSOLIDATION,C,3000,12.23,0,0.11,Y,2,26880.0,3000.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,0,2,14,High,1,1,Enhanced Monitoring
29,31440,RENT,0.0,PERSONAL,C,3000,11.34,1,0.1,Y,6,31440.0,3000.0,30K-50K,26-35,<5K,8%-12%,1,0,1,0,2,3,1,1,4,2,1,14,High,1,1,Priority Review
23,28000,RENT,2.0,VENTURE,C,2875,15.23,0,0.1,Y,3,28000.0,2875.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
22,19200,RENT,3.0,MEDICAL,C,2850,15.27,0,0.15,Y,4,19200.0,2850.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
23,13000,RENT,3.0,HOMEIMPROVEMENT,D,2800,15.21,1,0.22,N,2,13000.0,2800.0,<30K,18-25,<5K,12%-16%,1,0,0,0,4,3,2,2,0,1,2,14,High,1,1,Priority Review
24,21168,RENT,3.0,VENTURE,C,2800,14.22,0,0.13,Y,4,21168.0,2800.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
26,50000,RENT,1.0,MEDICAL,C,2800,13.61,0,0.06,Y,3,50000.0,2800.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
29,16800,RENT,9.0,HOMEIMPROVEMENT,D,2750,14.84,1,0.16,Y,10,16800.0,2750.0,<30K,26-35,<5K,12%-16%,1,0,1,0,4,3,1,2,4,0,0,14,High,1,1,Priority Review
33,18000,RENT,0.0,VENTURE,C,2700,12.61,0,0.15,Y,9,18000.0,2700.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,2,0,14,High,1,1,Enhanced Monitoring
35,38420,RENT,0.0,EDUCATION,C,2575,15.96,1,0.07,Y,7,38420.0,2575.0,30K-50K,26-35,<5K,12%-16%,1,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Priority Review
25,27024,RENT,7.0,EDUCATION,E,2500,16.69,0,0.09,N,2,27024.0,2500.0,<30K,18-25,<5K,16%-20%,0,0,0,1,5,3,0,4,0,0,2,14,High,1,1,Enhanced Monitoring
21,22200,RENT,2.0,PERSONAL,D,2500,16.29,1,0.11,N,4,22200.0,2500.0,<30K,18-25,<5K,16%-20%,1,0,0,1,4,3,1,4,0,1,1,14,High,1,1,Priority Review
26,47004,RENT,9.0,MEDICAL,D,2500,15.65,0,0.05,Y,3,47004.0,2500.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Enhanced Monitoring
27,22708,RENT,6.0,VENTURE,D,2500,14.84,1,0.11,Y,8,22708.0,2500.0,<30K,26-35,<5K,12%-16%,1,0,1,0,4,3,1,2,4,0,0,14,High,1,1,Priority Review
31,17676,OWN,1.0,VENTURE,D,2500,14.74,0,0.14,Y,7,17676.0,2500.0,<30K,26-35,<5K,12%-16%,0,0,1,0,4,0,1,2,4,2,1,14,High,1,1,Enhanced Monitoring
26,46500,RENT,1.0,DEBTCONSOLIDATION,C,2500,14.72,0,0.05,Y,3,46500.0,2500.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
35,21600,RENT,1.0,EDUCATION,C,2500,14.35,0,0.12,Y,8,21600.0,2500.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,2,0,14,High,1,1,Enhanced Monitoring
22,18984,RENT,6.0,HOMEIMPROVEMENT,C,2500,14.22,1,0.13,Y,2,18984.0,2500.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,1,2,4,0,2,14,High,1,1,Priority Review
28,26004,RENT,0.0,PERSONAL,C,2500,13.99,0,0.1,Y,8,26004.0,2500.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,2,0,14,High,1,1,Enhanced Monitoring
24,46180,RENT,1.0,VENTURE,C,2500,13.98,1,0.05,Y,3,46180.0,2500.0,30K-50K,18-25,<5K,12%-16%,1,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Priority Review
22,42000,RENT,0.0,VENTURE,C,2500,13.92,0,0.06,Y,3,42000.0,2500.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
24,19464,RENT,4.0,PERSONAL,C,2500,13.84,1,0.13,Y,3,19464.0,2500.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
21,20000,RENT,2.0,PERSONAL,C,2500,13.79,0,0.13,Y,3,20000.0,2500.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
21,20000,RENT,2.0,MEDICAL,C,2500,13.79,0,0.13,Y,4,20000.0,2500.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
26,14400,RENT,2.0,VENTURE,C,2500,13.47,1,0.17,Y,4,14400.0,2500.0,<30K,26-35,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
22,30000,RENT,0.0,EDUCATION,C,2500,13.16,1,0.08,Y,4,30000.0,2500.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Priority Review
21,7200,RENT,0.0,VENTURE,C,2500,13.11,1,0.35,N,3,7200.0,2500.0,<30K,18-25,<5K,12%-16%,1,1,0,0,2,3,4,2,0,2,1,14,High,1,1,Priority Review
23,32000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,2500,12.8,1,0.08,Y,3,32000.0,2500.0,30K-50K,18-25,<5K,12%-16%,1,0,1,0,4,1,0,2,4,2,1,14,High,1,1,Priority Review
25,31200,MORTGAGE,9.0,HOMEIMPROVEMENT,D,2400,17.58,1,0.08,Y,4,31200.0,2400.0,30K-50K,18-25,<5K,16%-20%,1,0,1,1,4,1,0,4,4,0,1,14,High,1,1,Priority Review
24,13288,RENT,5.0,VENTURE,D,2400,17.27,1,0.18,N,2,13288.0,2400.0,<30K,18-25,<5K,16%-20%,1,0,0,1,4,3,1,4,0,0,2,14,High,1,1,Priority Review
24,20000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.62,1,0.12,N,2,20000.0,2400.0,<30K,18-25,<5K,12%-16%,1,0,0,0,4,3,1,2,0,2,2,14,High,1,1,Priority Review
24,28800,RENT,0.0,HOMEIMPROVEMENT,C,2400,14.26,1,0.08,Y,4,28800.0,2400.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Priority Review
21,37800,RENT,1.0,PERSONAL,C,2400,14.26,0,0.06,Y,3,37800.0,2400.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
24,16800,RENT,3.0,MEDICAL,C,2400,13.98,1,0.14,Y,4,16800.0,2400.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
24,25000,RENT,4.0,VENTURE,C,2400,13.8,0,0.1,Y,4,25000.0,2400.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
34,42000,RENT,3.0,DEBTCONSOLIDATION,D,2400,13.8,1,0.06,Y,10,42000.0,2400.0,30K-50K,26-35,<5K,12%-16%,1,0,1,0,4,3,0,2,4,1,0,14,High,1,1,Priority Review
22,18000,RENT,4.0,DEBTCONSOLIDATION,C,2400,13.61,0,0.13,Y,3,18000.0,2400.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
26,70000,RENT,0.0,EDUCATION,C,2400,13.48,0,0.03,Y,3,70000.0,2400.0,50K-75K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
22,35000,RENT,1.0,EDUCATION,C,2400,13.48,0,0.07,Y,4,35000.0,2400.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
31,30988,RENT,0.0,DEBTCONSOLIDATION,C,2400,13.47,0,0.08,Y,5,30988.0,2400.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
34,24000,RENT,3.0,PERSONAL,C,2400,13.11,0,0.1,Y,5,24000.0,2400.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
24,48000,RENT,0.0,PERSONAL,C,2400,12.99,0,0.05,Y,4,48000.0,2400.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
26,67000,RENT,4.0,MEDICAL,C,2400,12.99,0,0.04,Y,2,67000.0,2400.0,50K-75K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
26,57600,RENT,10.0,DEBTCONSOLIDATION,D,2150,15.62,1,0.04,Y,3,57600.0,2150.0,50K-75K,26-35,<5K,12%-16%,1,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Priority Review
28,336000,RENT,1.0,VENTURE,C,2150,13.06,0,0.01,Y,5,225000.0,2150.0,100K+,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
25,9600,RENT,4.0,MEDICAL,D,2100,15.99,1,0.22,N,2,9600.0,2100.0,<30K,18-25,<5K,12%-16%,1,0,0,0,4,3,2,2,0,1,2,14,High,1,1,Priority Review
25,23000,RENT,0.0,EDUCATION,C,2100,13.48,0,0.09,Y,4,23000.0,2100.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
25,24000,RENT,4.0,MEDICAL,D,2000,16.59,0,0.08,N,2,24000.0,2000.0,<30K,18-25,<5K,16%-20%,0,0,0,1,4,3,0,4,0,1,2,14,High,1,1,Enhanced Monitoring
28,79000,MORTGAGE,4.0,VENTURE,D,2000,16.0,0,0.03,Y,10,79000.0,2000.0,75K-100K,26-35,<5K,12%-16%,0,0,1,1,4,1,0,4,4,1,0,14,High,1,1,Enhanced Monitoring
24,25200,RENT,8.0,DEBTCONSOLIDATION,D,2000,14.96,1,0.08,Y,4,25200.0,2000.0,<30K,18-25,<5K,12%-16%,1,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Priority Review
31,10800,RENT,4.0,VENTURE,C,2000,14.72,1,0.19,Y,5,10800.0,2000.0,<30K,26-35,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
31,10800,RENT,4.0,MEDICAL,C,2000,14.72,1,0.19,Y,6,10800.0,2000.0,<30K,26-35,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
24,31200,RENT,3.0,PERSONAL,C,2000,14.65,0,0.06,Y,2,31200.0,2000.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
21,30000,MORTGAGE,0.0,EDUCATION,D,2000,14.46,0,0.07,Y,4,30000.0,2000.0,<30K,18-25,<5K,12%-16%,0,0,1,0,4,1,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
33,24000,RENT,0.0,EDUCATION,C,2000,14.35,0,0.08,Y,7,24000.0,2000.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
26,57450,RENT,4.0,MEDICAL,C,2000,13.35,0,0.03,Y,2,57450.0,2000.0,50K-75K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
21,23040,RENT,3.0,MEDICAL,C,2000,13.11,0,0.09,Y,2,23040.0,2000.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
22,24000,RENT,1.0,EDUCATION,C,2000,13.11,0,0.08,Y,4,24000.0,2000.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
24,45996,RENT,3.0,MEDICAL,C,2000,12.98,0,0.04,Y,2,45996.0,2000.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
26,70000,RENT,3.0,EDUCATION,C,2000,12.84,0,0.03,Y,2,70000.0,2000.0,50K-75K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
23,24000,RENT,0.0,EDUCATION,C,2000,12.61,0,0.08,Y,3,24000.0,2000.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
21,33000,RENT,0.0,HOMEIMPROVEMENT,C,2000,12.61,1,0.06,Y,3,33000.0,2000.0,30K-50K,18-25,<5K,12%-16%,1,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Priority Review
58,43500,RENT,4.0,EDUCATION,D,1800,14.96,0,0.04,Y,21,43500.0,1800.0,30K-50K,46-60,<5K,12%-16%,0,0,1,0,4,3,0,2,4,1,0,14,High,1,1,Enhanced Monitoring
30,12000,RENT,4.0,MEDICAL,C,1800,14.35,0,0.15,Y,5,12000.0,1800.0,<30K,26-35,<5K,12%-16%,0,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Enhanced Monitoring
26,40000,RENT,0.0,VENTURE,C,1800,13.23,0,0.04,Y,3,40000.0,1800.0,30K-50K,26-35,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
22,10000,RENT,4.0,DEBTCONSOLIDATION,C,1750,14.72,1,0.17,Y,3,10000.0,1750.0,<30K,18-25,<5K,12%-16%,1,0,1,0,2,3,1,2,4,1,1,14,High,1,1,Priority Review
42,14000,RENT,0.0,EDUCATION,C,1700,13.16,0,0.12,Y,13,14000.0,1700.0,<30K,36-45,<5K,12%-16%,0,0,1,0,2,3,1,2,4,2,0,14,High,1,1,Enhanced Monitoring
33,25200,RENT,3.0,MEDICAL,E,1600,16.69,1,0.06,N,6,25200.0,1600.0,<30K,26-35,<5K,16%-20%,1,0,0,1,5,3,0,4,0,1,1,14,High,1,1,Priority Review
22,21600,RENT,6.0,PERSONAL,D,1600,15.31,0,0.07,Y,4,21600.0,1600.0,<30K,18-25,<5K,12%-16%,0,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Enhanced Monitoring
26,32000,RENT,5.0,VENTURE,D,1600,14.46,1,0.05,Y,3,32000.0,1600.0,30K-50K,26-35,<5K,12%-16%,1,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Priority Review
23,60000,RENT,1.0,MEDICAL,C,1600,13.99,0,0.03,Y,4,60000.0,1600.0,50K-75K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
24,62000,RENT,1.0,MEDICAL,C,1600,13.85,0,0.03,Y,4,62000.0,1600.0,50K-75K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,2,1,14,High,1,1,Enhanced Monitoring
24,23000,RENT,2.0,EDUCATION,C,1600,13.48,0,0.07,Y,2,23000.0,1600.0,<30K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
26,33600,RENT,6.0,MEDICAL,F,1500,19.41,0,0.04,N,4,33600.0,1500.0,30K-50K,26-35,<5K,16%-20%,0,0,0,1,6,3,0,4,0,0,1,14,High,1,1,Enhanced Monitoring
24,39000,RENT,8.0,MEDICAL,D,1500,15.62,0,0.04,Y,3,39000.0,1500.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,4,3,0,2,4,0,1,14,High,1,1,Enhanced Monitoring
26,25000,RENT,1.0,DEBTCONSOLIDATION,E,1500,14.7,1,0.06,N,2,25000.0,1500.0,<30K,26-35,<5K,12%-16%,1,0,0,0,5,3,0,2,0,2,2,14,High,1,1,Priority Review
24,48720,RENT,2.0,MEDICAL,C,1500,14.35,0,0.03,Y,2,48720.0,1500.0,30K-50K,18-25,<5K,12%-16%,0,0,1,0,2,3,0,2,4,1,2,14,High,1,1,Enhanced Monitoring
