person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_capped,loan_amnt_capped,income_band,age_band,loan_amount_band,interest_rate_band,default_flag,high_loan_to_income_flag,previous_default_flag,high_interest_flag
30,56952,RENT,3.0,MEDICAL,B,25000,11.36,1,0.44,N,9,56952.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
31,60000,RENT,4.0,HOMEIMPROVEMENT,A,25000,8.9,1,0.42,N,10,60000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
28,60000,RENT,3.0,MEDICAL,C,25000,13.49,1,0.42,N,10,60000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,0,0
29,200004,MORTGAGE,0.0,DEBTCONSOLIDATION,B,19000,11.83,0,0.09,N,7,200004.0,19000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
35,200004,MORTGAGE,19.0,DEBTCONSOLIDATION,A,6000,7.68,0,0.03,N,8,200004.0,6000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
29,200000,MORTGAGE,13.0,VENTURE,B,10000,12.69,0,0.05,N,9,200000.0,10000.0,100k+,26-35,5k-10k,12%-16%,0,0,0,0
28,200000,MORTGAGE,2.0,PERSONAL,A,15000,6.03,0,0.07,N,6,200000.0,15000.0,100k+,26-35,10k-15k,<8%,0,0,0,0
32,200000,RENT,6.0,HOMEIMPROVEMENT,E,35000,19.03,0,0.17,Y,8,200000.0,29800.0,100k+,26-35,25k+,16%-20%,0,0,1,1
28,200000,MORTGAGE,12.0,EDUCATION,A,25000,7.9,0,0.13,N,9,200000.0,25000.0,100k+,26-35,15k-25k,<8%,0,0,0,0
31,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,24000,8.9,0,0.12,N,9,200000.0,24000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
31,200000,MORTGAGE,3.0,MEDICAL,A,30000,8.9,0,0.15,N,5,200000.0,29800.0,100k+,26-35,25k+,8%-12%,0,0,0,0
28,200000,MORTGAGE,2.0,MEDICAL,A,15000,8.9,0,0.07,N,10,200000.0,15000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
27,60000,RENT,11.0,VENTURE,B,25000,10.99,1,0.42,N,8,60000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
28,61000,RENT,9.0,PERSONAL,B,25000,9.91,1,0.41,N,7,61000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
28,200000,MORTGAGE,7.0,PERSONAL,A,10000,6.99,0,0.05,N,7,200000.0,10000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
35,200000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18000,10.99,0,0.09,N,10,200000.0,18000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
35,188000,RENT,4.0,DEBTCONSOLIDATION,D,5000,16.49,1,0.03,N,9,188000.0,5000.0,100k+,26-35,<5k,16%-20%,1,0,0,1
28,63000,RENT,4.0,MEDICAL,B,25000,11.36,1,0.4,N,8,63000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
32,63235,RENT,3.0,HOMEIMPROVEMENT,B,25000,10.25,1,0.4,N,8,63235.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
30,65000,RENT,2.0,DEBTCONSOLIDATION,B,25000,10.38,1,0.38,N,8,65000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
30,65000,RENT,15.0,HOMEIMPROVEMENT,B,25000,10.99,1,0.38,N,5,65000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
31,65800,RENT,15.0,DEBTCONSOLIDATION,A,25000,7.51,1,0.38,N,9,65800.0,25000.0,50k-75k,26-35,15k-25k,<8%,1,1,0,0
27,200000,MORTGAGE,7.0,PERSONAL,B,15000,9.88,0,0.07,N,9,200000.0,15000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
30,200000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.05,N,9,200000.0,10000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
28,200000,RENT,4.0,VENTURE,D,25000,15.33,0,0.13,Y,7,200000.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,1,0
27,200000,MORTGAGE,6.0,EDUCATION,A,10000,7.51,0,0.05,N,10,200000.0,10000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
32,188000,RENT,14.0,DEBTCONSOLIDATION,B,25000,10.62,1,0.13,N,5,188000.0,25000.0,100k+,26-35,15k-25k,8%-12%,1,0,0,0
29,66000,RENT,4.0,EDUCATION,B,25000,11.48,1,0.38,N,10,66000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
29,200000,MORTGAGE,7.0,PERSONAL,B,14400,11.14,0,0.07,N,7,200000.0,14400.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
30,200000,MORTGAGE,0.0,MEDICAL,B,24250,11.48,0,0.12,N,8,200000.0,24250.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
30,200000,MORTGAGE,4.0,MEDICAL,B,6000,11.83,0,0.03,N,5,200000.0,6000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
29,188000,RENT,0.0,HOMEIMPROVEMENT,B,25000,12.18,1,0.13,N,5,188000.0,25000.0,100k+,26-35,15k-25k,12%-16%,1,0,0,0
27,200000,MORTGAGE,6.0,EDUCATION,A,5000,7.74,0,0.03,N,7,200000.0,5000.0,100k+,26-35,<5k,<8%,0,0,0,0
30,200000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.59,0,0.05,N,7,200000.0,10000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
28,200000,RENT,1.0,MEDICAL,B,24250,12.53,0,0.12,N,5,200000.0,24250.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
30,200000,MORTGAGE,5.0,PERSONAL,B,20000,11.48,0,0.1,N,7,200000.0,20000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
30,69000,RENT,6.0,EDUCATION,D,25000,14.09,1,0.36,Y,5,69000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,1,0
32,69996,RENT,4.0,VENTURE,D,25000,15.95,1,0.36,Y,10,69996.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,1,0
27,70000,RENT,11.0,PERSONAL,B,25000,11.71,1,0.36,N,7,70000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
33,14400,OWN,0.0,VENTURE,C,2000,14.79,0,0.14,N,8,14400.0,2000.0,<30k,26-35,<5k,12%-16%,0,0,0,0
32,64000,RENT,11.0,DEBTCONSOLIDATION,D,25000,15.2,1,0.39,N,5,64000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,0,0
29,70000,RENT,3.0,PERSONAL,D,25000,14.83,1,0.36,N,6,70000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,0,0
30,72000,RENT,5.0,VENTURE,D,25000,16.32,1,0.35,Y,5,72000.0,25000.0,50k-75k,26-35,15k-25k,16%-20%,1,1,1,1
27,72000,RENT,9.0,EDUCATION,B,25000,10.75,1,0.35,N,8,72000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
31,57800,RENT,2.0,MEDICAL,E,25000,17.19,1,0.37,N,8,57800.0,25000.0,50k-75k,26-35,15k-25k,16%-20%,1,1,0,1
32,74400,RENT,16.0,MEDICAL,B,25000,10.38,1,0.34,N,8,74400.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
29,68872,RENT,2.0,PERSONAL,D,25000,15.95,1,0.36,Y,10,68872.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,1,0
30,75000,RENT,9.0,PERSONAL,D,25000,15.2,1,0.33,N,5,75000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,0,0
34,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.38,1,0.33,N,8,75000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
29,192000,MORTGAGE,6.0,VENTURE,C,15000,14.27,0,0.08,Y,6,192000.0,15000.0,100k+,26-35,10k-15k,12%-16%,0,0,1,0
35,192000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.05,N,9,192000.0,10000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
28,192000,MORTGAGE,8.0,MEDICAL,B,20000,10.99,0,0.1,N,9,192000.0,20000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
29,190000,MORTGAGE,5.0,PERSONAL,A,4000,6.62,0,0.02,N,5,190000.0,4000.0,100k+,26-35,<5k,<8%,0,0,0,0
31,190000,OWN,8.0,EDUCATION,A,15000,6.03,0,0.08,N,8,190000.0,15000.0,100k+,26-35,10k-15k,<8%,0,0,0,0
31,190000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,6.03,0,0.05,N,7,190000.0,9000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
28,190000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,35000,17.49,0,0.18,N,6,190000.0,29800.0,100k+,26-35,25k+,16%-20%,0,0,0,1
29,190000,MORTGAGE,3.0,EDUCATION,B,14000,10.99,0,0.07,N,6,190000.0,14000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
35,14400,OWN,2.0,DEBTCONSOLIDATION,B,5550,10.37,1,0.39,N,8,14400.0,5550.0,<30k,26-35,5k-10k,8%-12%,1,1,0,0
27,69000,RENT,5.0,VENTURE,E,25000,13.75,1,0.36,Y,6,69000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,1,0
30,75600,RENT,0.0,PERSONAL,B,25000,9.99,1,0.33,N,8,75600.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,1,1,0,0
30,77000,RENT,7.0,PERSONAL,B,25000,10.75,1,0.32,N,8,77000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,1,1,0,0
28,190000,MORTGAGE,7.0,EDUCATION,B,25000,10.99,0,0.13,N,8,190000.0,25000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
29,190000,RENT,1.0,HOMEIMPROVEMENT,B,7000,9.88,0,0.04,N,9,190000.0,7000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
31,190000,MORTGAGE,15.0,MEDICAL,C,24000,13.48,0,0.13,N,10,190000.0,24000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
27,190000,OWN,11.0,MEDICAL,B,23000,11.83,0,0.12,N,8,190000.0,23000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
34,178000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,12000,15.65,1,0.07,Y,5,178000.0,12000.0,100k+,26-35,10k-15k,12%-16%,1,0,1,0
30,190000,RENT,3.0,DEBTCONSOLIDATION,B,15000,11.48,0,0.08,N,8,190000.0,15000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
33,190000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,20000,14.11,0,0.11,N,10,190000.0,20000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
32,190000,RENT,8.0,EDUCATION,A,15000,9.63,0,0.08,N,7,190000.0,15000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
32,189996,RENT,4.0,PERSONAL,A,8400,9.32,0,0.04,N,8,189996.0,8400.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
33,189000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.17,0,0.11,N,7,189000.0,20000.0,100k+,26-35,15k-25k,<8%,0,0,0,0
30,78000,RENT,4.0,HOMEIMPROVEMENT,D,25000,15.31,1,0.32,Y,9,78000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,1,1,0
31,78000,RENT,10.0,MEDICAL,B,25000,10.75,1,0.32,N,8,78000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,1,1,0,0
27,72000,RENT,3.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.35,Y,6,72000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,1,1,1,0
33,186996,MORTGAGE,0.0,EDUCATION,D,25000,14.46,0,0.13,Y,8,186996.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,1,0
29,148410,MORTGAGE,5.0,MEDICAL,D,11200,16.89,1,0.06,Y,9,148410.0,11200.0,100k+,26-35,10k-15k,16%-20%,1,0,1,1
28,186480,MORTGAGE,12.0,MEDICAL,C,10000,14.22,0,0.05,Y,9,186480.0,10000.0,100k+,26-35,5k-10k,12%-16%,0,0,1,0
29,186063,MORTGAGE,14.0,EDUCATION,B,25000,10.46,0,0.13,N,6,186063.0,25000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
27,186000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3700,10.99,0,0.02,N,5,186000.0,3700.0,100k+,26-35,<5k,8%-12%,0,0,0,0
28,186000,OTHER,3.0,VENTURE,A,2500,7.4,0,0.01,N,9,186000.0,2500.0,100k+,26-35,<5k,<8%,0,0,0,0
27,185232,MORTGAGE,10.0,PERSONAL,A,35000,7.49,0,0.19,N,8,185232.0,29800.0,100k+,26-35,25k+,<8%,0,0,0,0
30,185000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.08,N,7,185000.0,15000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
29,173000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,28000,17.49,1,0.16,Y,10,173000.0,28000.0,100k+,26-35,25k+,16%-20%,1,0,1,1
32,80000,RENT,2.0,VENTURE,B,25000,10.99,1,0.31,N,8,80000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,1,1,0,0
35,80000,RENT,19.0,VENTURE,D,25000,14.09,1,0.31,Y,10,80000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,1,1,0
33,80000,RENT,0.0,MEDICAL,B,25000,11.86,1,0.31,N,8,80000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,1,1,0,0
27,183000,RENT,12.0,EDUCATION,E,15000,19.03,0,0.08,Y,6,183000.0,15000.0,100k+,26-35,10k-15k,16%-20%,0,0,1,1
32,80000,RENT,1.0,MEDICAL,C,25000,12.87,1,0.31,N,9,80000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,1,0,0
30,14400,OWN,2.0,VENTURE,B,1000,10.62,0,0.07,N,10,14400.0,1000.0,<30k,26-35,<5k,8%-12%,0,0,0,0
30,14400,OWN,0.0,HOMEIMPROVEMENT,D,9250,14.96,1,0.64,N,10,14400.0,9250.0,<30k,26-35,5k-10k,12%-16%,1,1,0,0
29,180396,MORTGAGE,8.0,PERSONAL,B,18000,12.69,0,0.1,N,9,180396.0,18000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
29,180000,MORTGAGE,2.0,PERSONAL,E,31000,19.42,0,0.17,Y,8,180000.0,29800.0,100k+,26-35,25k+,16%-20%,0,0,1,1
30,180000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12500,6.03,0,0.07,N,6,180000.0,12500.0,100k+,26-35,10k-15k,<8%,0,0,0,0
27,180000,RENT,2.0,MEDICAL,B,15000,12.42,0,0.08,N,10,180000.0,15000.0,100k+,26-35,10k-15k,12%-16%,0,0,0,0
31,180000,MORTGAGE,5.0,VENTURE,C,9000,14.27,0,0.05,Y,6,180000.0,9000.0,100k+,26-35,5k-10k,12%-16%,0,0,1,0
32,180000,MORTGAGE,12.0,PERSONAL,A,10000,7.9,0,0.06,N,10,180000.0,10000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
31,180000,OWN,15.0,EDUCATION,B,10000,11.71,0,0.06,N,7,180000.0,10000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
30,14400,OWN,0.0,MEDICAL,D,5000,14.96,1,0.35,N,9,14400.0,5000.0,<30k,26-35,<5k,12%-16%,1,1,0,0
28,84000,RENT,7.0,PERSONAL,E,25000,15.95,0,0.3,Y,7,84000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,0,1,1,0
31,85000,RENT,5.0,VENTURE,B,25000,10.75,0,0.29,N,7,85000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,0,0,0,0
34,180000,MORTGAGE,9.0,EDUCATION,C,12900,12.99,0,0.07,Y,7,180000.0,12900.0,100k+,26-35,10k-15k,12%-16%,0,0,1,0
33,180000,MORTGAGE,17.0,DEBTCONSOLIDATION,A,13000,7.29,0,0.07,N,7,180000.0,13000.0,100k+,26-35,10k-15k,<8%,0,0,0,0
29,180000,MORTGAGE,9.0,PERSONAL,A,15000,5.79,0,0.08,N,6,180000.0,15000.0,100k+,26-35,10k-15k,<8%,0,0,0,0
30,180000,MORTGAGE,11.0,VENTURE,D,28000,14.91,0,0.16,Y,5,180000.0,28000.0,100k+,26-35,25k+,12%-16%,0,0,1,0
27,180000,RENT,4.0,PERSONAL,B,8000,10.37,0,0.04,N,5,180000.0,8000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
35,180000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8500,6.92,0,0.05,N,8,180000.0,8500.0,100k+,26-35,5k-10k,<8%,0,0,0,0
28,180000,RENT,4.0,VENTURE,C,9000,13.8,0,0.05,N,10,180000.0,9000.0,100k+,26-35,5k-10k,12%-16%,0,0,0,0
31,85000,RENT,0.0,PERSONAL,B,25000,11.89,0,0.29,N,6,85000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,0,0,0,0
30,85000,RENT,3.0,HOMEIMPROVEMENT,B,25000,12.21,0,0.29,N,6,85000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,0,0,0,0
28,15000,OWN,2.0,PERSONAL,B,4375,12.42,1,0.29,N,9,15000.0,4375.0,<30k,26-35,<5k,12%-16%,1,0,0,0
30,180000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,20000,11.48,0,0.11,N,8,180000.0,20000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
31,168000,RENT,1.0,VENTURE,E,20000,16.82,1,0.12,Y,7,168000.0,20000.0,100k+,26-35,15k-25k,16%-20%,1,0,1,1
33,180000,RENT,0.0,MEDICAL,A,7000,7.74,0,0.04,N,6,180000.0,7000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
30,168000,MORTGAGE,8.0,EDUCATION,A,10000,8.94,1,0.06,N,5,168000.0,10000.0,100k+,26-35,5k-10k,8%-12%,1,0,0,0
28,168000,RENT,0.0,DEBTCONSOLIDATION,F,15000,17.26,1,0.09,Y,9,168000.0,15000.0,100k+,26-35,10k-15k,16%-20%,1,0,1,1
27,168000,MORTGAGE,5.0,DEBTCONSOLIDATION,F,24000,17.26,1,0.14,N,9,168000.0,24000.0,100k+,26-35,15k-25k,16%-20%,1,0,0,1
32,90000,RENT,2.0,PERSONAL,B,25000,9.99,0,0.28,N,7,90000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,0,0,0,0
32,90000,RENT,7.0,EDUCATION,D,25000,15.58,0,0.28,N,7,90000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,0,0,0,0
29,15000,OWN,5.0,PERSONAL,A,5000,7.51,1,0.33,N,7,15000.0,5000.0,<30k,26-35,<5k,<8%,1,1,0,0
28,78000,RENT,0.0,PERSONAL,D,25000,15.31,1,0.32,Y,5,78000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,1,1,0
34,91000,RENT,11.0,MEDICAL,B,25000,11.36,0,0.27,N,5,91000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,0,0,0,0
31,15000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.13,Y,8,15000.0,2000.0,<30k,26-35,<5k,16%-20%,1,0,1,1
29,92200,RENT,7.0,VENTURE,D,25000,14.96,0,0.27,N,5,92200.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,0,0,0,0
30,96000,RENT,3.0,PERSONAL,B,25000,10.99,0,0.26,N,6,96000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,0,0,0,0
28,175000,RENT,7.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.03,N,10,175000.0,6000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
29,163000,RENT,4.0,VENTURE,D,4000,16.29,1,0.02,N,6,163000.0,4000.0,100k+,26-35,<5k,16%-20%,1,0,0,1
35,175000,RENT,0.0,DEBTCONSOLIDATION,B,16000,11.49,0,0.09,N,10,175000.0,16000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
29,175000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,15000,8.49,0,0.09,N,8,175000.0,15000.0,100k+,26-35,10k-15k,8%-12%,0,0,0,0
31,175000,MORTGAGE,3.0,EDUCATION,E,7500,19.69,0,0.04,N,9,175000.0,7500.0,100k+,26-35,5k-10k,16%-20%,0,0,0,1
35,175000,MORTGAGE,12.0,VENTURE,A,2200,8.49,0,0.01,N,7,175000.0,2200.0,100k+,26-35,<5k,8%-12%,0,0,0,0
27,96000,RENT,11.0,HOMEIMPROVEMENT,E,25000,16.82,0,0.26,N,6,96000.0,25000.0,75k-100k,26-35,15k-25k,16%-20%,0,0,0,1
29,97000,RENT,4.0,PERSONAL,B,25000,10.37,0,0.26,N,10,97000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,0,0,0,0
31,86000,RENT,1.0,DEBTCONSOLIDATION,D,25000,16.0,1,0.29,Y,5,86000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,0,1,1
29,88000,RENT,9.0,PERSONAL,D,25000,14.46,1,0.28,Y,10,88000.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,0,1,0
33,100000,RENT,1.0,HOMEIMPROVEMENT,C,25000,11.66,0,0.25,N,9,100000.0,25000.0,75k-100k,26-35,15k-25k,8%-12%,0,0,0,0
28,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,4000,15.37,1,0.27,N,10,15000.0,4000.0,<30k,26-35,<5k,12%-16%,1,0,0,0
35,15000,OWN,3.0,HOMEIMPROVEMENT,A,3700,9.32,1,0.25,N,6,15000.0,3700.0,<30k,26-35,<5k,8%-12%,1,0,0,0
30,75480,RENT,1.0,MEDICAL,C,25000,15.27,1,0.28,Y,9,75480.0,25000.0,75k-100k,26-35,15k-25k,12%-16%,1,0,1,0
30,102000,RENT,2.0,VENTURE,B,25000,9.62,0,0.25,N,8,102000.0,25000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
35,15000,MORTGAGE,0.0,VENTURE,C,1925,12.84,0,0.13,N,6,15000.0,1925.0,<30k,26-35,<5k,12%-16%,0,0,0,0
27,103250,RENT,1.0,VENTURE,C,25000,12.73,0,0.24,N,10,103250.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
29,105996,RENT,13.0,HOMEIMPROVEMENT,D,25000,14.83,0,0.24,N,9,105996.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
28,175000,RENT,4.0,VENTURE,B,24500,10.99,0,0.14,N,8,175000.0,24500.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
30,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.68,0,0.03,N,7,175000.0,6000.0,100k+,26-35,5k-10k,<8%,0,0,0,0
29,174996,MORTGAGE,8.0,EDUCATION,D,25000,15.28,0,0.14,Y,10,174996.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,1,0
28,174000,MORTGAGE,2.0,PERSONAL,D,12000,15.31,0,0.07,N,10,174000.0,12000.0,100k+,26-35,10k-15k,12%-16%,0,0,0,0
27,96000,RENT,1.0,VENTURE,D,25000,16.89,1,0.26,Y,10,96000.0,25000.0,75k-100k,26-35,15k-25k,16%-20%,1,0,1,1
35,110000,RENT,9.0,DEBTCONSOLIDATION,C,25000,13.49,0,0.23,N,8,110000.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
34,171996,MORTGAGE,1.0,PERSONAL,D,15000,14.96,0,0.09,N,5,171996.0,15000.0,100k+,26-35,10k-15k,12%-16%,0,0,0,0
31,159200,MORTGAGE,1.0,DEBTCONSOLIDATION,D,16000,15.65,1,0.1,Y,6,159200.0,16000.0,100k+,26-35,15k-25k,12%-16%,1,0,1,0
28,159000,RENT,5.0,PERSONAL,D,6000,15.95,1,0.04,N,10,159000.0,6000.0,100k+,26-35,5k-10k,12%-16%,1,0,0,0
33,170004,MORTGAGE,17.0,PERSONAL,A,12000,7.51,0,0.07,N,9,170004.0,12000.0,100k+,26-35,10k-15k,<8%,0,0,0,0
31,15456,MORTGAGE,1.0,PERSONAL,A,4000,8.9,1,0.26,N,5,15456.0,4000.0,<30k,26-35,<5k,8%-12%,1,0,0,0
34,158000,MORTGAGE,2.0,VENTURE,C,12000,13.48,1,0.08,N,8,158000.0,12000.0,100k+,26-35,10k-15k,12%-16%,1,0,0,0
31,158000,RENT,8.0,DEBTCONSOLIDATION,D,10200,15.99,1,0.06,Y,7,158000.0,10200.0,100k+,26-35,10k-15k,12%-16%,1,0,1,0
35,170000,MORTGAGE,6.0,EDUCATION,A,6500,7.49,0,0.04,N,10,170000.0,6500.0,100k+,26-35,5k-10k,<8%,0,0,0,0
34,170000,MORTGAGE,9.0,VENTURE,D,7500,15.99,0,0.04,N,10,170000.0,7500.0,100k+,26-35,5k-10k,12%-16%,0,0,0,0
29,170000,MORTGAGE,7.0,PERSONAL,C,35000,12.99,0,0.21,Y,5,170000.0,29800.0,100k+,26-35,25k+,12%-16%,0,0,1,0
31,170000,MORTGAGE,15.0,PERSONAL,C,10000,13.49,0,0.06,Y,8,170000.0,10000.0,100k+,26-35,5k-10k,12%-16%,0,0,1,0
34,15523,OWN,1.0,VENTURE,A,3800,7.49,1,0.24,N,9,15523.0,3800.0,<30k,26-35,<5k,<8%,1,0,0,0
32,106000,RENT,14.0,DEBTCONSOLIDATION,E,25000,16.63,1,0.24,Y,7,106000.0,25000.0,100k+,26-35,15k-25k,16%-20%,1,0,1,1
33,15600,OWN,1.0,VENTURE,A,5900,7.49,1,0.38,N,7,15600.0,5900.0,<30k,26-35,5k-10k,<8%,1,1,0,0
33,120000,RENT,9.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.21,N,8,120000.0,25000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
28,108000,RENT,0.0,EDUCATION,D,25000,14.61,1,0.23,Y,6,108000.0,25000.0,100k+,26-35,15k-25k,12%-16%,1,0,1,0
33,125000,RENT,5.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.2,N,5,125000.0,25000.0,100k+,26-35,15k-25k,8%-12%,0,0,0,0
30,15600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6250,5.79,1,0.4,N,6,15600.0,6250.0,<30k,26-35,5k-10k,<8%,1,1,0,0
29,113000,RENT,1.0,EDUCATION,D,25000,15.31,1,0.22,N,6,113000.0,25000.0,100k+,26-35,15k-25k,12%-16%,1,0,0,0
32,170000,RENT,9.0,PERSONAL,B,10000,11.14,0,0.06,N,5,170000.0,10000.0,100k+,26-35,5k-10k,8%-12%,0,0,0,0
32,168000,RENT,5.0,EDUCATION,C,25000,15.27,0,0.15,N,6,168000.0,25000.0,100k+,26-35,15k-25k,12%-16%,0,0,0,0
30,102213,RENT,3.0,MEDICAL,D,25000,15.7,1,0.21,N,7,102213.0,25000.0,100k+,26-35,15k-25k,12%-16%,1,0,0,0
27,15600,OWN,0.0,EDUCATION,A,6400,7.74,1,0.41,N,9,15600.0,6400.0,<30k,26-35,5k-10k,<8%,1,1,0,0
