person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,credit_risk_score,credit_risk_level,predicted_default_probability,model_risk_band,review_priority
22,31500,RENT,VENTURE,D,6800,14.11,0.22,N,15,Very High,0.9173228788885116,75%+,Critical Review
44,61000,RENT,DEBTCONSOLIDATION,D,11000,16.02,0.18,Y,17,Very High,0.91730141276847,75%+,Critical Review
23,74800,RENT,MEDICAL,E,20000,17.04,0.23,Y,21,Very High,0.9172899444007824,75%+,Critical Review
30,32040,RENT,PERSONAL,C,13275,13.48,0.41,Y,17,Very High,0.9172474263216946,75%+,Critical Review
32,37000,RENT,MEDICAL,B,15000,9.62,0.41,N,11,High,0.9171670927245708,75%+,Critical Review
39,26000,RENT,DEBTCONSOLIDATION,A,11000,8.59,0.42,N,8,Medium,0.9171621422769084,75%+,Critical Review
24,54000,RENT,HOMEIMPROVEMENT,E,2100,17.14,0.04,N,13,High,0.917067351756076,75%+,Critical Review
21,34000,OTHER,VENTURE,E,9600,15.68,0.28,Y,19,Very High,0.9169981043467148,75%+,Critical Review
22,35500,RENT,HOMEIMPROVEMENT,C,10875,12.84,0.31,N,12,High,0.9169731070138456,75%+,Critical Review
25,32000,RENT,MEDICAL,E,2500,16.45,0.08,N,15,Very High,0.9169702516358508,75%+,Critical Review
23,76042,RENT,HOMEIMPROVEMENT,D,20000,15.05,0.26,Y,16,Very High,0.9168839644512008,75%+,Critical Review
27,33000,RENT,HOMEIMPROVEMENT,D,1600,16.89,0.05,Y,16,Very High,0.9168765056302248,75%+,Critical Review
22,40428,RENT,MEDICAL,B,16500,10.75,0.41,N,12,High,0.9168610427115532,75%+,Critical Review
27,40000,RENT,VENTURE,D,10000,15.31,0.25,N,13,High,0.9168383169584562,75%+,Critical Review
30,20800,RENT,MEDICAL,A,7250,8.0,0.35,N,10,High,0.9167911914094196,75%+,Critical Review
22,22596,RENT,DEBTCONSOLIDATION,B,7500,9.76,0.33,N,11,High,0.916741206431782,75%+,Critical Review
31,29766,MORTGAGE,HOMEIMPROVEMENT,A,13900,8.94,0.47,N,6,Medium,0.9167010808162324,75%+,Critical Review
55,39000,RENT,HOMEIMPROVEMENT,B,13000,11.48,0.33,N,10,High,0.916687229475645,75%+,Critical Review
23,113000,MORTGAGE,VENTURE,G,19750,21.21,0.17,N,16,Very High,0.9166312157731994,75%+,Critical Review
26,24996,RENT,PERSONAL,B,10000,10.99,0.4,N,11,High,0.9166033013102846,75%+,Critical Review
27,46000,RENT,EDUCATION,D,13000,14.59,0.28,Y,15,Very High,0.916593764543684,75%+,Critical Review
27,73660,RENT,HOMEIMPROVEMENT,E,12000,14.18,0.16,N,13,High,0.9165776442994747,75%+,Critical Review
30,10200,OWN,HOMEIMPROVEMENT,B,5500,10.36,0.54,N,7,Medium,0.9164977225139324,75%+,Critical Review
24,58650,RENT,MEDICAL,D,9500,16.49,0.14,N,14,High,0.916481682563126,75%+,Critical Review
24,60500,RENT,EDUCATION,D,12000,16.49,0.2,N,15,Very High,0.9164307994748396,75%+,Critical Review
36,59800,MORTGAGE,VENTURE,D,18200,18.25,0.3,Y,17,Very High,0.9164109538835956,75%+,Critical Review
33,24000,RENT,DEBTCONSOLIDATION,A,10000,8.9,0.42,N,9,Medium,0.9163867447809856,75%+,Critical Review
24,30000,RENT,DEBTCONSOLIDATION,C,10000,11.66,0.33,N,13,High,0.9163389692284988,75%+,Critical Review
26,54000,RENT,PERSONAL,D,13200,14.91,0.24,Y,19,Very High,0.9163090649846496,75%+,Critical Review
28,35000,OWN,PERSONAL,D,13250,16.89,0.38,N,14,High,0.9162517062633644,75%+,Critical Review
27,27000,RENT,MEDICAL,B,9750,9.63,0.36,N,11,High,0.9162452594690894,75%+,Critical Review
26,59600,MORTGAGE,VENTURE,E,21000,16.45,0.35,N,16,Very High,0.9161979882572812,75%+,Critical Review
21,29000,RENT,MEDICAL,D,4200,15.62,0.14,Y,16,Very High,0.9161681284498514,75%+,Critical Review
26,25000,MORTGAGE,VENTURE,C,12000,12.09,0.48,N,13,High,0.9161679735034536,75%+,Critical Review
25,37000,MORTGAGE,HOMEIMPROVEMENT,D,7000,15.62,0.19,Y,13,High,0.916104122442945,75%+,Critical Review
29,32000,RENT,MEDICAL,C,10800,13.57,0.34,N,12,High,0.9160952513651902,75%+,Critical Review
26,51000,MORTGAGE,DEBTCONSOLIDATION,D,13000,15.33,0.25,Y,15,Very High,0.916093081463358,75%+,Critical Review
26,30000,RENT,EDUCATION,D,4200,16.49,0.14,N,15,Very High,0.916039434943191,75%+,Critical Review
23,36000,RENT,VENTURE,C,17500,14.22,0.49,N,13,High,0.9160312927490686,75%+,Critical Review
52,36000,RENT,DEBTCONSOLIDATION,B,11200,12.18,0.31,N,10,High,0.9159279591249068,75%+,Critical Review
34,76000,MORTGAGE,DEBTCONSOLIDATION,E,20000,17.74,0.26,N,13,High,0.9159244206382574,75%+,Critical Review
29,61455,MORTGAGE,MEDICAL,F,10000,18.09,0.14,N,14,High,0.9158778822482126,75%+,Critical Review
24,62900,MORTGAGE,MEDICAL,F,14000,17.58,0.19,N,13,High,0.9158734632536764,75%+,Critical Review
25,40800,RENT,PERSONAL,D,5600,16.77,0.14,N,13,High,0.9158452060337798,75%+,Critical Review
25,83800,RENT,DEBTCONSOLIDATION,D,25000,15.95,0.3,Y,19,Very High,0.915816078707958,75%+,Critical Review
35,87550,RENT,MEDICAL,F,28000,18.62,0.27,N,16,Very High,0.91579203111907,75%+,Critical Review
22,32000,RENT,EDUCATION,B,15000,9.88,0.47,N,10,High,0.9157783069216304,75%+,Critical Review
26,59000,RENT,MEDICAL,D,6000,16.49,0.1,N,14,High,0.9157755395546076,75%+,Critical Review
24,74600,MORTGAGE,DEBTCONSOLIDATION,E,20000,17.51,0.27,N,14,High,0.9157267273375796,75%+,Critical Review
23,38000,RENT,MEDICAL,D,4100,15.31,0.11,N,13,High,0.9157194291855246,75%+,Critical Review
23,58650,RENT,MEDICAL,D,10800,16.29,0.16,N,13,High,0.915694743185235,75%+,Critical Review
43,30000,RENT,PERSONAL,C,11525,13.57,0.38,Y,17,Very High,0.9156910130753708,75%+,Critical Review
32,58650,RENT,MEDICAL,D,17400,15.05,0.25,N,12,High,0.915645316980012,75%+,Critical Review
23,34000,RENT,DEBTCONSOLIDATION,C,12000,12.84,0.35,N,12,High,0.915602280026372,75%+,Critical Review
27,33600,RENT,MEDICAL,D,3000,16.89,0.09,N,12,High,0.915593387937456,75%+,Critical Review
26,54011,RENT,EDUCATION,D,9500,16.29,0.18,N,14,High,0.9155845441141428,75%+,Critical Review
24,29004,RENT,VENTURE,D,6000,15.62,0.21,N,14,High,0.9155311713581764,75%+,Critical Review
22,88000,MORTGAGE,DEBTCONSOLIDATION,F,25000,18.09,0.28,N,15,Very High,0.91552821837407,75%+,Critical Review
25,42000,RENT,EDUCATION,C,20000,13.47,0.48,N,13,High,0.9154965401247422,75%+,Critical Review
23,70550,RENT,MEDICAL,E,14000,17.51,0.17,Y,21,Very High,0.9154610032389676,75%+,Critical Review
36,26000,RENT,DEBTCONSOLIDATION,B,8500,10.62,0.33,N,10,High,0.9154329226133208,75%+,Critical Review
28,26000,MORTGAGE,DEBTCONSOLIDATION,B,12000,11.36,0.46,N,8,Medium,0.915401696999752,75%+,Critical Review
27,30996,RENT,HOMEIMPROVEMENT,D,2600,14.74,0.08,N,12,High,0.9153514573304616,75%+,Critical Review
24,41280,RENT,VENTURE,D,11000,15.28,0.27,N,13,High,0.9153277280798257,75%+,Critical Review
22,59813,MORTGAGE,MEDICAL,E,20000,17.74,0.28,N,13,High,0.915257127722526,75%+,Critical Review
23,43000,RENT,EDUCATION,E,7000,16.82,0.16,N,14,High,0.9152406260546048,75%+,Critical Review
48,39000,RENT,MEDICAL,D,5800,14.54,0.15,N,10,High,0.9152281196295378,75%+,Critical Review
29,40000,RENT,DEBTCONSOLIDATION,D,7000,14.91,0.17,Y,15,Very High,0.9151787461181324,75%+,Critical Review
33,51200,RENT,VENTURE,E,13075,16.7,0.26,Y,20,Very High,0.915142634872402,75%+,Critical Review
26,19200,OTHER,PERSONAL,C,7500,11.97,0.39,Y,18,Very High,0.9151168093382066,75%+,Critical Review
22,33000,RENT,DEBTCONSOLIDATION,C,9800,13.48,0.3,N,14,High,0.9150435227728528,75%+,Critical Review
27,144000,RENT,HOMEIMPROVEMENT,F,5500,19.13,0.04,Y,18,Very High,0.915015683512638,75%+,Critical Review
29,62200,RENT,PERSONAL,E,12000,19.03,0.19,N,15,Very High,0.9150091084892088,75%+,Critical Review
27,45000,RENT,MEDICAL,D,7600,14.59,0.17,Y,14,High,0.9148791579219568,75%+,Critical Review
22,56208,MORTGAGE,DEBTCONSOLIDATION,D,12000,16.29,0.21,Y,17,Very High,0.9148378162781472,75%+,Critical Review
27,98000,RENT,HOMEIMPROVEMENT,D,20000,16.0,0.2,N,13,High,0.9148165144421712,75%+,Critical Review
26,22480,RENT,HOMEIMPROVEMENT,A,7000,8.0,0.31,N,11,High,0.9147257905965268,75%+,Critical Review
25,70200,RENT,PERSONAL,E,18000,16.45,0.26,Y,19,Very High,0.9146920005888802,75%+,Critical Review
24,24000,RENT,HOMEIMPROVEMENT,D,2000,14.61,0.08,Y,17,Very High,0.9145890163111328,75%+,Critical Review
33,44784,RENT,EDUCATION,D,10000,15.31,0.22,N,13,High,0.9145686695271034,75%+,Critical Review
25,72000,MORTGAGE,PERSONAL,F,18000,20.89,0.25,Y,18,Very High,0.9145412251283148,75%+,Critical Review
23,36000,MORTGAGE,DEBTCONSOLIDATION,C,15800,13.72,0.44,Y,14,High,0.9145162245958344,75%+,Critical Review
23,31785,MORTGAGE,MEDICAL,D,6000,14.96,0.19,N,10,High,0.9144938858113414,75%+,Critical Review
30,30809,RENT,MEDICAL,B,11200,11.99,0.36,N,11,High,0.9144707485939496,75%+,Critical Review
31,70550,MORTGAGE,MEDICAL,F,18000,19.74,0.22,Y,17,Very High,0.9144286630896856,75%+,Critical Review
29,21000,RENT,EDUCATION,B,8000,11.71,0.38,N,11,High,0.9143900103661164,75%+,Critical Review
38,48000,MORTGAGE,MEDICAL,D,9000,15.21,0.19,Y,12,High,0.91432793712325,75%+,Critical Review
32,63800,RENT,HOMEIMPROVEMENT,D,11200,14.74,0.18,N,10,High,0.9142909094384296,75%+,Critical Review
22,54000,RENT,MEDICAL,F,2000,18.3,0.04,Y,18,Very High,0.9142763705074494,75%+,Critical Review
33,10080,OWN,VENTURE,A,7200,6.03,0.71,N,4,Low,0.9142225319987104,75%+,Critical Review
24,30000,RENT,EDUCATION,B,12300,10.74,0.41,N,13,High,0.9141818953669696,75%+,Critical Review
28,55000,MORTGAGE,EDUCATION,D,18000,14.11,0.33,N,13,High,0.9140557744411612,75%+,Critical Review
22,54400,RENT,MEDICAL,E,7000,16.82,0.11,Y,20,Very High,0.9140480637836434,75%+,Critical Review
25,42000,RENT,EDUCATION,D,8675,15.99,0.21,Y,17,Very High,0.9140275751791556,75%+,Critical Review
32,41000,RENT,MEDICAL,D,6400,15.65,0.16,Y,16,Very High,0.9140037444466994,75%+,Critical Review
27,36000,RENT,HOMEIMPROVEMENT,D,3000,15.62,0.08,N,11,High,0.9139672064434738,75%+,Critical Review
22,22596,RENT,MEDICAL,B,7500,9.76,0.33,N,11,High,0.913955705238195,75%+,Critical Review
51,68000,RENT,PERSONAL,D,12000,16.77,0.18,N,12,High,0.9139319330949652,75%+,Critical Review
29,31836,RENT,EDUCATION,D,6400,14.96,0.2,Y,17,Very High,0.9139145471510988,75%+,Critical Review
21,30000,RENT,MEDICAL,B,10000,11.14,0.33,N,13,High,0.9138910219596068,75%+,Critical Review
27,43200,RENT,DEBTCONSOLIDATION,D,4500,16.07,0.1,Y,18,Very High,0.9138533806035588,75%+,Critical Review
42,30000,RENT,VENTURE,D,8000,14.96,0.27,Y,15,Very High,0.9138515336057534,75%+,Critical Review
23,20800,RENT,EDUCATION,D,3200,14.84,0.15,N,13,High,0.9137894629381824,75%+,Critical Review
23,14400,RENT,EDUCATION,B,4750,11.11,0.33,N,13,High,0.9137794504339656,75%+,Critical Review
24,59000,RENT,MEDICAL,D,12000,15.28,0.2,Y,17,Very High,0.913718716285932,75%+,Critical Review
23,69000,MORTGAGE,HOMEIMPROVEMENT,D,15000,14.96,0.22,N,13,High,0.913603335665438,75%+,Critical Review
24,59000,RENT,DEBTCONSOLIDATION,D,6000,16.0,0.1,N,14,High,0.913560373995908,75%+,Critical Review
29,33996,RENT,EDUCATION,D,6000,14.09,0.18,N,11,High,0.9135507151264894,75%+,Critical Review
24,87000,RENT,HOMEIMPROVEMENT,D,25000,14.84,0.29,N,12,High,0.9135161985895084,75%+,Critical Review
38,23868,MORTGAGE,HOMEIMPROVEMENT,B,7750,12.53,0.32,N,10,High,0.9134798488333616,75%+,Critical Review
25,38400,RENT,DEBTCONSOLIDATION,B,15000,10.65,0.39,N,12,High,0.9134412373955372,75%+,Critical Review
25,46000,RENT,DEBTCONSOLIDATION,C,18250,14.26,0.4,N,12,High,0.9134319486917356,75%+,Critical Review
26,25000,RENT,MEDICAL,B,8000,11.71,0.32,N,12,High,0.9133642648089424,75%+,Critical Review
32,32000,RENT,DEBTCONSOLIDATION,E,2600,16.82,0.08,Y,18,Very High,0.9133489886193724,75%+,Critical Review
26,22000,RENT,VENTURE,B,10000,9.63,0.45,N,10,High,0.9133257098642502,75%+,Critical Review
24,48442,MORTGAGE,DEBTCONSOLIDATION,D,9800,15.7,0.2,N,11,High,0.9132842106814224,75%+,Critical Review
22,36750,RENT,EDUCATION,D,7500,14.84,0.2,N,12,High,0.9132408897971512,75%+,Critical Review
27,31200,MORTGAGE,EDUCATION,C,15000,14.27,0.48,Y,14,High,0.9132212925229982,75%+,Critical Review
26,15000,RENT,DEBTCONSOLIDATION,B,4375,12.69,0.29,N,11,High,0.9132170358019562,75%+,Critical Review
36,49000,RENT,DEBTCONSOLIDATION,D,8000,15.31,0.16,Y,16,Very High,0.9132157184442028,75%+,Critical Review
32,59004,RENT,MEDICAL,D,8000,16.49,0.14,Y,18,Very High,0.9132043654172658,75%+,Critical Review
22,41000,RENT,DEBTCONSOLIDATION,C,15000,12.73,0.37,N,13,High,0.9131879506341506,75%+,Critical Review
24,63410,MORTGAGE,MEDICAL,E,20000,17.51,0.27,N,14,High,0.9131810585698162,75%+,Critical Review
25,29004,RENT,PERSONAL,C,12000,12.84,0.41,Y,16,Very High,0.913170055710484,75%+,Critical Review
26,35000,RENT,MEDICAL,B,12875,10.99,0.37,N,11,High,0.9131108094745802,75%+,Critical Review
37,60000,RENT,MEDICAL,D,10000,15.99,0.17,Y,16,Very High,0.9130844055186322,75%+,Critical Review
26,96000,RENT,HOMEIMPROVEMENT,E,10000,19.69,0.1,Y,18,Very High,0.913042699603506,75%+,Critical Review
23,9600,RENT,VENTURE,A,4000,7.14,0.42,N,10,High,0.9128662806958994,75%+,Critical Review
35,34000,RENT,EDUCATION,D,5000,16.32,0.15,N,13,High,0.912866199756804,75%+,Critical Review
23,29100,RENT,EDUCATION,D,5000,14.84,0.17,N,13,High,0.9128233904445432,75%+,Critical Review
23,55200,MORTGAGE,PERSONAL,E,15250,15.68,0.28,N,14,High,0.9127742419049364,75%+,Critical Review
22,55000,RENT,PERSONAL,D,15000,14.61,0.27,Y,17,Very High,0.9127437931585882,75%+,Critical Review
34,44000,RENT,PERSONAL,E,6000,16.45,0.14,N,15,Very High,0.912710728219436,75%+,Critical Review
23,34000,RENT,EDUCATION,B,15000,11.71,0.44,N,12,High,0.9127093536210904,75%+,Critical Review
49,75000,MORTGAGE,DEBTCONSOLIDATION,D,15600,17.27,0.21,N,11,High,0.9126802102963196,75%+,Critical Review
29,44004,RENT,PERSONAL,D,10000,15.33,0.23,Y,15,Very High,0.9126074309287724,75%+,Critical Review
23,34000,RENT,DEBTCONSOLIDATION,B,11500,11.49,0.34,N,13,High,0.9125517801851688,75%+,Critical Review
27,53321,RENT,MEDICAL,D,9000,15.58,0.17,Y,15,Very High,0.912514467152164,75%+,Critical Review
35,40934,RENT,EDUCATION,B,20500,12.53,0.5,N,11,High,0.9124908356468716,75%+,Critical Review
28,45300,RENT,DEBTCONSOLIDATION,C,17000,14.72,0.38,N,12,High,0.912403388198882,75%+,Critical Review
36,48000,RENT,MEDICAL,C,20000,13.61,0.42,N,12,High,0.9123986815617616,75%+,Critical Review
22,30000,MORTGAGE,HOMEIMPROVEMENT,C,10000,13.49,0.33,N,12,High,0.9122831984408096,75%+,Critical Review
23,33000,RENT,DEBTCONSOLIDATION,D,4800,14.54,0.15,Y,15,Very High,0.9122743475119462,75%+,Critical Review
23,54000,RENT,EDUCATION,E,10000,17.93,0.19,Y,19,Very High,0.9122596295159314,75%+,Critical Review
34,48000,RENT,PERSONAL,D,10000,15.7,0.21,Y,15,Very High,0.9122034438824717,75%+,Critical Review
33,21600,RENT,DEBTCONSOLIDATION,C,6500,13.48,0.3,Y,17,Very High,0.9120513108428966,75%+,Critical Review
62,76500,RENT,EDUCATION,D,20000,16.77,0.26,Y,19,Very High,0.911908580443654,75%+,Critical Review
23,18000,RENT,PERSONAL,A,7000,7.88,0.39,N,10,High,0.9118873149467082,75%+,Critical Review
24,43275,RENT,MEDICAL,C,17000,13.47,0.39,N,13,High,0.9118731778738256,75%+,Critical Review
25,50004,RENT,PERSONAL,D,12000,15.31,0.24,Y,17,Very High,0.9118586791673852,75%+,Critical Review
26,45000,MORTGAGE,PERSONAL,D,10000,16.89,0.22,N,12,High,0.9118561130343776,75%+,Critical Review
24,72000,RENT,DEBTCONSOLIDATION,D,20000,15.31,0.28,Y,16,Very High,0.9117052206544044,75%+,Critical Review
31,37000,MORTGAGE,VENTURE,C,22000,12.73,0.59,Y,14,High,0.9116550273196112,75%+,Critical Review
23,51000,RENT,DEBTCONSOLIDATION,E,7200,14.67,0.14,N,13,High,0.9116430957746688,75%+,Critical Review
25,66000,RENT,VENTURE,D,25000,15.33,0.38,Y,19,Very High,0.9116162692696276,75%+,Critical Review
26,8400,RENT,EDUCATION,A,3500,7.29,0.42,N,9,Medium,0.911600905221123,75%+,Critical Review
34,27600,RENT,DEBTCONSOLIDATION,B,10000,10.37,0.36,N,10,High,0.911556060831012,75%+,Critical Review
25,20000,RENT,PERSONAL,D,2500,15.7,0.13,N,13,High,0.9115274330104324,75%+,Critical Review
22,40000,MORTGAGE,PERSONAL,E,8000,16.0,0.2,Y,19,Very High,0.9115199949359613,75%+,Critical Review
22,62900,RENT,MEDICAL,D,20000,14.91,0.27,N,12,High,0.9114547659205148,75%+,Critical Review
23,41500,RENT,EDUCATION,E,6000,16.7,0.14,N,16,Very High,0.911410261215454,75%+,Critical Review
23,39600,RENT,MEDICAL,D,5000,14.84,0.13,Y,17,Very High,0.9113600043089928,75%+,Critical Review
31,15000,MORTGAGE,DEBTCONSOLIDATION,D,2000,16.89,0.13,Y,15,Very High,0.9113563110190046,75%+,Critical Review
35,54000,RENT,MEDICAL,D,9000,14.46,0.17,N,12,High,0.9111915025996626,75%+,Critical Review
22,36000,RENT,PERSONAL,B,15850,11.48,0.44,N,12,High,0.9111891923241096,75%+,Critical Review
25,54000,MORTGAGE,DEBTCONSOLIDATION,D,10000,16.89,0.19,Y,17,Very High,0.911163246368352,75%+,Critical Review
22,20800,RENT,DEBTCONSOLIDATION,A,7200,6.91,0.35,N,10,High,0.911120988728021,75%+,Critical Review
22,28000,RENT,HOMEIMPROVEMENT,D,1000,16.29,0.04,Y,18,Very High,0.9110927467100536,75%+,Critical Review
27,69996,RENT,HOMEIMPROVEMENT,D,10800,14.91,0.15,N,12,High,0.9110788066943416,75%+,Critical Review
39,55059,RENT,DEBTCONSOLIDATION,B,24000,12.53,0.44,N,10,High,0.9110651901457338,75%+,Critical Review
30,37800,RENT,MEDICAL,B,15050,9.99,0.4,N,11,High,0.9109784701354832,75%+,Critical Review
23,25100,OWN,EDUCATION,D,10800,14.59,0.43,Y,15,Very High,0.910964605709101,75%+,Critical Review
29,76000,MORTGAGE,HOMEIMPROVEMENT,E,20000,16.82,0.26,Y,17,Very High,0.9109455780391909,75%+,Critical Review
28,41000,RENT,PERSONAL,E,4000,18.64,0.1,N,13,High,0.9109383109231876,75%+,Critical Review
24,73000,RENT,VENTURE,E,22400,16.7,0.31,Y,23,Very High,0.9109233314844288,75%+,Critical Review
27,31200,MORTGAGE,DEBTCONSOLIDATION,B,12300,12.53,0.39,N,10,High,0.9108600558986878,75%+,Critical Review
22,30000,RENT,DEBTCONSOLIDATION,D,3200,15.62,0.11,Y,16,Very High,0.9108186041270718,75%+,Critical Review
42,22800,RENT,EDUCATION,B,10000,10.99,0.44,N,9,Medium,0.9108181393620896,75%+,Critical Review
28,33400,MORTGAGE,HOMEIMPROVEMENT,A,16700,7.66,0.5,N,5,Low,0.9107745276403112,75%+,Critical Review
34,39672,RENT,EDUCATION,C,16750,13.98,0.42,N,11,High,0.9107046867463164,75%+,Critical Review
35,33144,RENT,VENTURE,D,8400,14.91,0.25,N,12,High,0.910624988407146,75%+,Critical Review
23,35000,RENT,DEBTCONSOLIDATION,B,13475,10.65,0.39,N,10,High,0.9106073963531272,75%+,Critical Review
36,53126,RENT,MEDICAL,D,8000,15.31,0.15,N,12,High,0.910586057160582,75%+,Critical Review
28,15360,RENT,PERSONAL,B,5375,9.91,0.35,N,11,High,0.9105392570110772,75%+,Critical Review
23,53950,MORTGAGE,EDUCATION,E,15000,16.63,0.28,Y,18,Very High,0.910528700204878,75%+,Critical Review
36,51000,MORTGAGE,MEDICAL,E,10000,15.68,0.2,N,11,High,0.9104495866221928,75%+,Critical Review
29,30000,RENT,PERSONAL,B,12000,10.36,0.4,N,12,High,0.910447039915662,75%+,Critical Review
22,21600,RENT,EDUCATION,D,2400,16.29,0.11,N,15,Very High,0.9104018347160704,75%+,Critical Review
32,46000,RENT,DEBTCONSOLIDATION,D,3000,16.29,0.07,N,14,High,0.9103143608382168,75%+,Critical Review
21,26400,RENT,MEDICAL,A,10000,7.49,0.38,N,10,High,0.9101491077927444,75%+,Critical Review
31,10200,RENT,MEDICAL,D,1000,15.31,0.1,Y,15,Very High,0.9101431801118832,75%+,Critical Review
27,57800,MORTGAGE,MEDICAL,D,16000,16.29,0.24,N,11,High,0.9101430471503578,75%+,Critical Review
23,64000,RENT,HOMEIMPROVEMENT,D,7500,13.55,0.12,N,13,High,0.9101197076005032,75%+,Critical Review
31,50000,RENT,DEBTCONSOLIDATION,D,8000,14.09,0.16,Y,14,High,0.910095902501722,75%+,Critical Review
23,95000,MORTGAGE,HOMEIMPROVEMENT,F,15000,17.03,0.16,N,15,Very High,0.9100950650616032,75%+,Critical Review
25,64000,RENT,DEBTCONSOLIDATION,D,15000,14.42,0.23,Y,16,Very High,0.9100517056598252,75%+,Critical Review
25,65000,RENT,PERSONAL,D,18000,15.33,0.28,N,13,High,0.9099990683215096,75%+,Critical Review
22,33000,RENT,VENTURE,B,16000,10.99,0.48,N,13,High,0.9099838782258108,75%+,Critical Review
37,32000,RENT,MEDICAL,C,10000,13.79,0.31,N,12,High,0.9099676115580032,75%+,Critical Review
23,75000,RENT,PERSONAL,E,23575,14.5,0.31,N,16,Very High,0.9099212805851248,75%+,Critical Review
51,58000,RENT,MEDICAL,E,1500,19.03,0.03,N,13,High,0.909771047757979,75%+,Critical Review
33,24000,RENT,MEDICAL,A,10000,8.9,0.42,N,8,Medium,0.909760288574541,75%+,Critical Review
33,25200,RENT,MEDICAL,E,1600,16.69,0.06,N,14,High,0.9097553372539486,75%+,Critical Review
24,25344,MORTGAGE,MEDICAL,D,4000,16.49,0.16,Y,15,Very High,0.9097119949627523,75%+,Critical Review
65,46000,RENT,VENTURE,E,10500,16.32,0.23,Y,18,Very High,0.9097036046640024,75%+,Critical Review
24,80155,RENT,MEDICAL,F,5000,18.535,0.05,N,14,High,0.909606241694038,75%+,Critical Review
21,29400,MORTGAGE,MEDICAL,B,12000,11.83,0.41,N,10,High,0.909601396371762,75%+,Critical Review
36,48686,RENT,VENTURE,D,12000,13.99,0.25,N,11,High,0.9095989292142744,75%+,Critical Review
30,65000,MORTGAGE,PERSONAL,D,25000,15.65,0.38,Y,18,Very High,0.9095956995303002,75%+,Critical Review
26,34000,RENT,MEDICAL,B,13000,9.63,0.38,N,12,High,0.9095874064133525,75%+,Critical Review
24,44000,MORTGAGE,EDUCATION,F,7500,16.33,0.17,N,14,High,0.9095767882642792,75%+,Critical Review
26,40000,RENT,DEBTCONSOLIDATION,C,15000,14.22,0.38,Y,17,Very High,0.9095251587119448,75%+,Critical Review
29,86028,MORTGAGE,HOMEIMPROVEMENT,E,25000,16.82,0.29,N,13,High,0.9092092799830248,75%+,Critical Review
32,93158,RENT,HOMEIMPROVEMENT,D,7800,16.29,0.08,N,12,High,0.9092091307263068,75%+,Critical Review
22,4800,RENT,MEDICAL,C,1200,14.26,0.25,Y,17,Very High,0.909203248213457,75%+,Critical Review
23,42504,RENT,MEDICAL,B,18250,10.25,0.43,N,12,High,0.9091796086222508,75%+,Critical Review
22,39600,RENT,DEBTCONSOLIDATION,D,3600,17.49,0.09,Y,17,Very High,0.9091392421869912,75%+,Critical Review
22,69000,RENT,HOMEIMPROVEMENT,D,9500,15.33,0.14,Y,17,Very High,0.9091322349232694,75%+,Critical Review
24,30000,RENT,PERSONAL,B,12000,11.48,0.4,N,12,High,0.9090795134253782,75%+,Critical Review
24,10800,RENT,VENTURE,A,5000,7.88,0.46,N,9,Medium,0.9090603554988512,75%+,Critical Review
26,36000,RENT,DEBTCONSOLIDATION,B,14500,9.88,0.4,N,11,High,0.909030859705166,75%+,Critical Review
29,28000,RENT,MEDICAL,A,13200,6.17,0.47,N,7,Medium,0.9089572308096524,75%+,Critical Review
36,50000,RENT,PERSONAL,D,8000,17.49,0.16,Y,17,Very High,0.9088116888878734,75%+,Critical Review
42,27000,RENT,MEDICAL,B,9000,11.11,0.33,N,10,High,0.9087508751235532,75%+,Critical Review
22,45012,RENT,MEDICAL,D,6500,13.99,0.14,N,12,High,0.90869828013967,75%+,Critical Review
27,32000,MORTGAGE,HOMEIMPROVEMENT,B,14000,11.89,0.44,N,9,Medium,0.908657864580321,75%+,Critical Review
27,49200,MORTGAGE,DEBTCONSOLIDATION,E,7500,16.32,0.15,N,13,High,0.9086042701722866,75%+,Critical Review
31,46000,RENT,VENTURE,D,13000,14.59,0.28,N,13,High,0.908508078833045,75%+,Critical Review
22,23400,RENT,MEDICAL,A,8000,8.59,0.34,N,11,High,0.9084899721312564,75%+,Critical Review
27,52000,RENT,MEDICAL,C,22950,13.49,0.44,N,13,High,0.9084668661952948,75%+,Critical Review
25,50000,RENT,MEDICAL,E,7000,15.57,0.14,N,13,High,0.9083676972975324,75%+,Critical Review
26,48000,RENT,PERSONAL,E,6000,16.45,0.13,N,16,Very High,0.9083386928312488,75%+,Critical Review
23,54000,MORTGAGE,DEBTCONSOLIDATION,E,10000,16.45,0.19,N,12,High,0.9082542043322864,75%+,Critical Review
41,60000,MORTGAGE,PERSONAL,E,16800,17.99,0.28,Y,17,Very High,0.9082232064131188,75%+,Critical Review
27,30548,RENT,PERSONAL,A,14000,7.88,0.46,N,10,High,0.9082197387326564,75%+,Critical Review
48,32304,MORTGAGE,MEDICAL,B,15000,9.63,0.46,N,7,Medium,0.9081874327172504,75%+,Critical Review
22,26400,RENT,PERSONAL,B,10000,9.88,0.38,N,12,High,0.9081867854137616,75%+,Critical Review
25,31800,OTHER,HOMEIMPROVEMENT,C,10000,12.53,0.31,N,14,High,0.9081004121541152,75%+,Critical Review
28,56000,RENT,DEBTCONSOLIDATION,E,4800,16.45,0.09,N,13,High,0.9080738785224394,75%+,Critical Review
